"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"GSM776000",-1.39401170919276,-0.142943792926809,-0.518197538562417,1.18979971109252,0.0241056532386739,0.536069924071319
"GSM776001",0.328300808390626,-0.428003162554926,0.913076310729859,1.06894469142243,-0.156171698409686,-0.206248146700221
"GSM776002",1.19422430262931,1.23884369247319,1.16492303417157,1.22655255105065,0.29481313704958,0.0797146461734357
"GSM776003",-2.15717041583206,-0.123112229703571,-1.37799303762201,-0.375768320434083,-0.619776370432094,0.374879104526153
"GSM776004",0.116734989087328,2.81657656270486,-0.216814157269066,-0.30033576287536,0.927749096360853,-0.226619142368294
"GSM776005",1.67441755327114,-1.04785668012472,-0.18678854178714,-0.407216145038212,-0.15153113211313,0.319112424062051
"GSM776006",-2.16079743780949,-0.897830139432922,-0.97571875529997,-0.420319134896204,1.10861706128093,-0.780716394592468
"GSM776007",0.0639431369400336,1.71951831371427,-0.274726605693882,-0.607730829550354,0.302201867837572,0.184142766309512
"GSM776008",0.439473867003507,0.887087400200646,-0.662823786151795,-0.724547494880142,0.291752355964918,-0.407883729256959
"GSM776009",-4.03204034873653,2.17147478513685,4.29000588847051,-0.593275893326866,-1.68071046533392,-0.434595362542914
"GSM776010",-2.72400495653258,0.238781835497346,-1.3709837181285,0.405168382943491,0.790878015559065,0.516867795519799
"GSM776011",-2.63933415633113,-0.269541716781188,-1.71452908261676,-1.23896781731427,-0.381607451554489,0.136256669910187
"GSM776012",0.598400691738002,0.684997197698359,-0.36460779923801,0.579633519580469,-0.49143656146587,-0.177227399120492
"GSM776013",-1.73190760785541,-1.77182813354203,0.161329556594537,-0.757007769913994,0.341312785895308,-0.116154556266496
"GSM776014",1.59097834391395,-0.575141572070276,0.587265049805821,-0.209575373084674,0.439537914853708,-0.0504922986148094
"GSM776015",-0.766837858509395,1.28244155536526,-1.60124100881187,-1.05999754725536,0.995136810051938,-0.101073686891302
"GSM776016",1.1901556377343,0.249223618515143,-0.451612175842678,0.378359746830734,-0.448125393132701,-0.271369154804035
"GSM776017",-0.548546526628034,0.108261528177662,-0.0838599207222649,1.04086542578659,0.0681837451221196,0.067090939236235
"GSM776018",0.0723003336329649,0.176399771499077,-1.5367185433548,0.387477896096017,-0.595510613866513,-0.362057005911348
"GSM776019",1.47971206408663,0.682430681830417,-0.405949459214336,0.34561335613282,-0.153868925636439,-0.0795979219168723
"GSM776020",0.537401722161447,0.474632535901978,-0.973520766147047,0.434578473256581,-0.679057906758853,0.00429864806573235
"GSM776021",0.0464216808385778,0.710951314502706,-1.30981279076121,0.022977783784743,0.552266546558499,0.194191881211987
"GSM776022",1.92475408775805,-0.230400224738581,-0.10264000978328,0.0955057539924814,-0.143554915238905,0.156702252672186
"GSM776023",1.38391564768449,0.401752461467155,0.274481745602952,-0.477822993187098,0.215253854571856,-0.175659654053607
