"sample","Macrophage-rich program","T cell-inflamed program","Immune-inflamed / antigen-presentation program","Stromal / fibrotic program","Immune-cold / exclusion-associated program","Proliferative / cycling program"
"GSM5483006",0.591876352363791,0.437178833201087,0.54912862383678,0.698536801370193,0.483143601748116,0.225668663991709
"GSM5483007",0.319831527118778,0.385169381625752,0.529232816963026,0.386673982313464,0.321049032802753,0.403567522570754
"GSM5483008",0.437730309094359,0.400714380162395,0.47224795009146,0.493105617175997,0.35631233981225,0.478678418250652
"GSM5483009",0.471062518548717,0.415186441466625,0.527163990403785,0.687308248905539,0.453442328502101,0.213092342667581
"GSM5483010",0.366532581524254,0.349754877919928,0.564074445560171,0.374037011934834,0.328254385287921,0.524661869052754
"GSM5483011",0.46586640407316,0.35532262409467,0.50884299477829,0.60484052847858,0.408413513952751,0.419503811312854
"GSM5483012",0.47124132640399,0.11477095749521,0.423880695528861,0.554222624575617,0.392235642896182,0.545942577846766
"GSM5483013",0.399561348193644,0.204590918216255,0.543436668290969,0.542146614098175,0.374161245657259,0.48707712975892
"GSM5483014",0.387715953428303,0.205684987383156,0.469765837367791,0.554244475363602,0.395843409113185,0.466377383949912
"GSM5483015",0.483302601329474,0.261921130462692,0.639526228359911,0.593752695397579,0.434141535410024,0.442795501033512
"GSM5483016",0.388047031691144,0.426548763628798,0.538226259142333,0.555895024517926,0.382093499506299,0.344406763026921
"GSM5483017",0.365199920365154,0.383419538080762,0.512204679721552,0.373152141590364,0.310755404530543,0.504964031567986
"GSM5483018",0.413746174048841,0.342577016938532,0.634499132544383,0.458505497526191,0.394370292694273,0.515773881185381
